id	ctrl-1_fpkm	ctrl-2_fpkm	ctrl-3_fpkm	primed-1_fpkm	primed-2_fpkm	primed-3_fpkm	Symbol
ENSG00000018408	67.69	74.2	73.19	18.53	20.07	16.39	WWTR1
ENSG00000018510	32.05	29.13	28.17	30.77	31.09	31.24	AGPS
ENSG00000018610	9.98	8.51	9.06	10.48	9.82	10.35	CXorf56
ENSG00000018625	0.14	0	0	0	0	0	ATP1A2
ENSG00000018699	12.98	14.47	14.13	11.74	11.17	10.9	TTC27
ENSG00000018869	0.56	0.64	0.64	0.65	0.38	0.84	ZNF582
ENSG00000019102	0	0	0	0	0	0	VSIG2
ENSG00000019144	26.4	27.57	26.1	18.82	19.29	17.91	PHLDB1
ENSG00000019169	0	0	0	0	0	0	MARCO
ENSG00000019186	0.02	0.07	0.05	0	0.03	0.08	CYP24A1
ENSG00000019485	0.85	1.78	1.28	0.75	0.88	1.05	PRDM11
ENSG00000019505	0.04	0	0	0	0.01	0	SYT13
ENSG00000019549	42.02	39.46	36.95	53.07	56.5	55.38	SNAI2
ENSG00000019582	2	1.86	1.81	51.83	49.63	54.51	CD74
ENSG00000019991	163.66	159.2	157.62	23.3	21.78	22.91	HGF
ENSG00000019995	5.97	5.32	5.19	4.58	4.34	4.5	ZRANB1
ENSG00000020129	10.94	13.34	12.74	8.83	9.81	7.35	NCDN
ENSG00000020181	8.25	10.02	9.01	3.53	4.24	4.27	ADGRA2
ENSG00000020256	8.52	7.42	8.14	6.65	6.05	5.93	ZFP64
ENSG00000020426	22.53	19.71	22.14	23.59	25.32	25.74	MNAT1
ENSG00000020577	7.76	7.12	5.81	12.88	12.43	11.82	SAMD4A
ENSG00000020633	0.07	0.02	0.02	0.09	0.11	0.09	RUNX3
ENSG00000020922	14.24	11.01	16	11.84	12.91	13.84	MRE11
ENSG00000021300	0.18	0.16	0.28	0.32	0.23	0.16	PLEKHB1
ENSG00000021355	8.66	9.28	8.75	18.76	16.64	18.92	SERPINB1
ENSG00000021461	0	0	0	0	0	0	CYP3A43
ENSG00000021488	0.14	0.05	0.09	0	0.11	0	SLC7A9
ENSG00000021574	8.11	7.82	6.87	5.83	5.88	5.41	SPAST
ENSG00000021645	4.69	4.73	3.88	3.16	3.28	3.27	NRXN3
ENSG00000021762	7.05	8.29	8.43	8.42	8.28	7	OSBPL5
ENSG00000021776	14.88	14.28	13.56	14.4	14.42	14.13	AQR
ENSG00000021826	1.78	1.86	1.5	1.2	1.09	1.09	CPS1
ENSG00000021852	0	0	0	0	0.03	0.03	C8B
ENSG00000022267	7.11	8.17	8.29	3.18	3.05	3.54	FHL1
ENSG00000022277	41.29	45.08	45.27	44.65	37.71	46.06	RTF2
ENSG00000022355	0.06	0	0	0	0	0	GABRA1
ENSG00000022556	0.4	0.02	0	0	0.09	0	NLRP2
ENSG00000022567	1.28	1.35	1.21	1.07	1.41	0.71	SLC45A4
ENSG00000022840	36.5	41.54	38.13	30.87	33.52	30.62	RNF10
ENSG00000022976	3.13	3.54	4.29	5.13	3.28	2.54	ZNF839
ENSG00000023041	18.33	17.55	18.61	24.08	23.13	25.15	ZDHHC6
ENSG00000023171	2.56	2.15	2.1	2.91	3.37	3.09	GRAMD1B
ENSG00000023191	59.6	66.37	63.24	46.3	48.14	48.24	RNH1
ENSG00000023228	45.14	41.18	42.05	37.36	35.86	37.83	NDUFS1
ENSG00000023287	15.52	14.98	15.32	14.26	13.55	11.67	RB1CC1
ENSG00000023318	19.78	19.21	20.35	28.05	28.04	29.03	ERP44
ENSG00000023330	17.84	18.81	18.55	21.08	21.7	19.83	ALAS1
ENSG00000023445	0.38	0.48	1.36	25.97	27.91	25.36	BIRC3
ENSG00000023516	17.98	15.65	16.55	11.22	11.01	10.43	AKAP11
ENSG00000023572	21.23	20.83	21.97	20.03	18.66	25.09	GLRX2
ENSG00000023608	8.8	7.01	10	11.21	10.91	11.51	SNAPC1
ENSG00000023697	22.59	21.5	21.37	25.18	24.91	22.68	DERA
ENSG00000023734	102.34	95.31	99.53	80.44	73.16	85.97	STRAP
ENSG00000023839	0.38	0.56	0.61	0.28	0.39	0.16	ABCC2
ENSG00000023892	0.71	0.72	0.9	0.23	0.48	0.05	DEF6
ENSG00000023902	15.19	18.39	15.86	20.79	21.21	22.13	PLEKHO1
ENSG00000023909	16.17	15.91	16.83	30.81	30.68	28.87	GCLM
ENSG00000024048	7.13	6.71	6.79	7.77	7.35	7.47	UBR2
ENSG00000024422	105.69	110.4	108.3	55.89	62.7	52.13	EHD2
ENSG00000024526	34.19	29.13	29.66	22.98	27.87	25.18	DEPDC1
ENSG00000024862	5.1	6.75	6.34	6.45	5.41	5.8	CCDC28A
ENSG00000025039	0.06	0.02	0.03	0.01	0.03	0.05	RRAGD
ENSG00000025156	8.83	7.34	9.1	8.36	6.68	9.19	HSF2
ENSG00000025293	10.76	9.16	10.49	8.03	8.14	7.51	PHF20
ENSG00000025423	1.24	0.99	0.82	0.55	0.38	0.25	HSD17B6
ENSG00000025434	1.08	1.55	1.47	1.35	1.39	1.12	NR1H3
ENSG00000025708	1.62	2.39	3.42	141.59	137.44	145.58	TYMP
ENSG00000025770	17.96	19.06	20.07	19.02	18.48	18.85	NCAPH2
ENSG00000025772	40.72	42.28	41.87	26.72	26.76	22.48	TOMM34
ENSG00000025796	28.39	23.89	24.31	25.06	25.85	26.87	SEC63
ENSG00000025800	18.18	17.42	17.63	14.41	14.43	12.94	KPNA6
ENSG00000026025	3596.38	3723.4	3729.54	2249.85	2357.99	2245.67	VIM
ENSG00000026036	0.07	0	0.1	0	0	0.1	RTEL1-TNFRSF6B
ENSG00000026103	18.99	20	19.23	35.79	34.4	35.78	FAS
ENSG00000026297	8.48	9.08	8.34	13.36	11.2	10.82	RNASET2
ENSG00000026508	530.01	541.57	560.39	695.12	695.38	677.84	CD44
ENSG00000026559	3.73	4.97	5.59	12.19	17.56	11.59	KCNG1
ENSG00000026652	4.35	3.75	3.74	1.53	1.77	1.99	AGPAT4
ENSG00000026751	0	0	0	0.37	0.09	0.07	SLAMF7
ENSG00000026950	6.45	6.3	6.51	30.29	29.87	32.68	BTN3A1
ENSG00000027001	10.93	10.32	10.14	7.91	6.41	7.58	MIPEP
ENSG00000027075	0.98	0.64	0.66	1.42	1.89	1.37	PRKCH
ENSG00000027644	0	0	0	0	0.01	0	INSRR
ENSG00000027697	16.02	14.1	12.93	23.2	22.98	21.89	IFNGR1
ENSG00000027847	14.48	16.89	14.41	13.08	14	13.64	B4GALT7
ENSG00000027869	0.11	0.37	0.19	0.58	0.56	0.45	SH2D2A
ENSG00000028116	26.65	27.39	27.32	63.89	64.42	61.85	VRK2
ENSG00000028137	0.38	0.83	0.29	8.9	10.24	8.95	TNFRSF1B
ENSG00000028203	42.98	40.49	44.24	42.19	42.95	34.38	VEZT
ENSG00000028277	2.15	1.87	2.93	33.34	38.76	30.58	POU2F2
ENSG00000028310	15.2	15.8	15.15	15.09	14.33	13.93	BRD9
ENSG00000028528	30.87	33.07	32.17	34.93	31.09	35.42	SNX1
ENSG00000028839	18.59	20.61	18.95	17.03	17.37	17.81	TBPL1
ENSG00000029153	21.75	21.73	20.62	74.9	65.95	63.98	ARNTL2
ENSG00000029363	90.24	87.24	86.33	92.43	92.13	95.95	BCLAF1
ENSG00000029364	17.09	18.03	18.86	14.79	15.91	16.33	SLC39A9
ENSG00000029534	0.56	0.65	0.25	0.03	0.02	0.14	ANK1
ENSG00000029559	0	0	0	0	0	0	IBSP
ENSG00000029639	4.94	4.84	5.32	3.58	3.26	3.91	TFB1M
ENSG00000029725	19.39	19.53	20.31	16.26	16.19	18.55	RABEP1
ENSG00000029993	56.89	65.09	66.2	49.35	39.02	52.84	HMGB3
ENSG00000030066	15.29	15.12	16.45	14.92	14.7	13.85	NUP160
ENSG00000030110	9.68	9.66	9.11	15.45	16.06	15.23	BAK1
ENSG00000030304	0.01	0.05	0	0	0.02	0.02	MUSK
ENSG00000030419	0.44	0.38	0.41	2.31	1.76	1.15	IKZF2
ENSG00000030582	57.12	58.39	54.79	44.27	49.56	50.88	GRN
ENSG00000031003	8.68	7.75	7.99	6.4	5.88	5.94	FAM13B
ENSG00000031081	7.57	7.65	8.22	7.07	7.32	8.53	ARHGAP31
ENSG00000031691	9.98	8.82	8.27	12.04	13.41	14.39	CENPQ
ENSG00000031698	69.69	73.5	73.12	68.38	65.56	69.92	SARS1
ENSG00000031823	23.28	24.51	24.8	22.65	21.64	19.51	RANBP3
ENSG00000032219	4.11	3.98	4.16	3.92	3.48	4.51	ARID4A
ENSG00000032389	15.4	14.94	17.66	15.44	14.27	16.52	EIPR1
ENSG00000032444	19.29	20.28	21.43	12.51	13.47	13.54	PNPLA6
ENSG00000032742	7.63	7.45	7.25	6.66	6.56	6.78	IFT88
ENSG00000033011	22.48	18.43	17.88	16.04	12.04	13.65	ALG1
ENSG00000033030	7.16	7.34	6.78	7.64	8.12	7.53	ZCCHC8
ENSG00000033050	16.5	18.16	18.08	12.62	15.05	13.83	ABCF2
ENSG00000033100	37.1	40.69	38.03	29.57	28.95	29.09	CHPF2
ENSG00000033122	0.03	0.01	0.01	0.01	0.01	0.03	LRRC7
ENSG00000033170	28.27	29.59	28.2	22.02	22.82	21.61	FUT8
ENSG00000033178	19.85	22.37	22.62	55.06	52.98	62.45	UBA6
ENSG00000033327	5.79	4.47	5.06	2.48	2.64	2.66	GAB2
ENSG00000033627	6.47	7.3	7.49	5.12	5.49	4.55	ATP6V0A1
ENSG00000033800	13.47	13.33	11.09	15.41	14.04	15.51	PIAS1
ENSG00000033867	19.96	17.83	18.12	21.9	21.41	19.17	SLC4A7
ENSG00000034053	6.56	7.82	8.13	7.44	8.78	7.28	APBA2
ENSG00000034152	19.32	21.29	20.06	41.14	37.66	37.9	MAP2K3
ENSG00000034239	0.13	0.16	0.05	0.08	0.25	0.15	EFCAB1
ENSG00000034510	2124.52	2390.36	2391.72	2330.61	2323.97	2773.47	TMSB10
ENSG00000034533	2.03	2.13	2.7	1.58	2.16	1.82	ASTE1
ENSG00000034677	9.08	9.27	9.57	17.01	16.08	15.99	RNF19A
ENSG00000034693	7.7	7.61	7.32	7.6	7.82	9.17	PEX3
ENSG00000034713	40.51	45.01	40.65	48.07	40.57	46.95	GABARAPL2
ENSG00000034971	0	0	0	0	0	0	MYOC
ENSG00000035115	5.54	6.67	5.03	3.72	3.41	4.34	SH3YL1
ENSG00000035141	33.74	31.81	33.15	32.18	30.22	30.96	FAM136A
ENSG00000035403	99.08	100.69	102.7	44.05	44.09	43.16	VCL
ENSG00000035499	13.44	11.87	12.11	9.51	12.35	11.24	DEPDC1B
ENSG00000035664	0	0	0	0.09	0	0	DAPK2
ENSG00000035681	17.52	17.88	18.67	14.88	16.12	15.33	NSMAF
ENSG00000035687	34.38	32.48	32.69	30.42	28.96	30.64	ADSS2
ENSG00000035720	0	0	0	0	0	0.03	STAP1
ENSG00000035862	216.24	223.7	225.39	134.28	132.36	139.07	TIMP2
ENSG00000035928	18.79	18.23	18.17	21.43	20.3	19.8	RFC1
ENSG00000036054	16.65	17.52	15.4	18.68	19.6	19.72	TBC1D23
ENSG00000036257	39.18	37.54	36.99	31.09	31.71	32.68	CUL3
ENSG00000036448	0.04	0.05	0.07	0.07	0.07	0.05	MYOM2
ENSG00000036473	0	0	0	0	0	0	OTC
ENSG00000036530	0.04	0.06	0.05	0.01	0.03	0	CYP46A1
ENSG00000036549	15.89	13.15	12.84	12.33	10.11	11.74	ZZZ3
ENSG00000036565	0	0	0	0	0	0	SLC18A1
ENSG00000036672	0.22	0	0.2	0	0.03	0.08	USP2
ENSG00000036828	0.17	0.24	0.36	0.19	0.2	0.22	CASR
ENSG00000037042	6.85	7.79	7.12	3.62	4.49	3.81	TUBG2
ENSG00000037241	38.54	45.39	46.95	40.15	34.82	46.05	RPL26L1
ENSG00000037280	0.01	0	0.01	0	0.04	0	FLT4
ENSG00000037474	29.78	28.59	30.96	28.15	27.66	31.41	NSUN2
ENSG00000037637	7.25	7.12	5.96	5.35	7.63	5.55	FBXO42
ENSG00000037749	15.18	14.4	18.29	16.29	14.4	12.85	MFAP3
ENSG00000037757	11.04	9.11	11.77	7.45	7.62	6.36	MRI1
ENSG00000037897	8.59	9.87	9.67	9.75	9.92	11.05	METTL1
ENSG00000037965	10.4	12.57	12.88	6.14	6.37	6.53	HOXC8
ENSG00000038002	9.24	10.83	8.16	7.66	8.68	7.53	AGA
ENSG00000038210	16.54	15.92	16.02	25.96	23.88	24.44	PI4K2B
ENSG00000038219	8.96	7.21	7.74	4.93	5.06	5.78	BOD1L1
ENSG00000038274	37.97	37.73	36.45	57.25	57.1	58.26	MAT2B
ENSG00000038295	0.24	0.13	0.01	0.04	0	0	TLL1
ENSG00000038358	11.99	12.72	12.33	9.03	8.78	8.62	EDC4
ENSG00000038382	29.87	27.02	27.46	23.49	21.53	22.96	TRIO
ENSG00000038427	174.74	171.32	169.85	67.01	63.64	64.03	VCAN
ENSG00000038532	6.99	6.93	6.35	4.88	4.86	5.42	CLEC16A
ENSG00000038945	0.18	0.21	0.27	0.42	0.17	0.28	MSR1
ENSG00000039068	0.77	0.24	0.12	0.01	0.01	0.04	CDH1
ENSG00000039123	33.03	29.41	29.47	28.71	29.05	28.87	MTREX
ENSG00000039139	0.32	0.34	0.1	0.45	0.47	0.63	DNAH5
ENSG00000039319	10.56	9.11	8.9	13.51	12.62	12.41	ZFYVE16
ENSG00000039523	19.04	21.37	19.32	14.99	15.34	14.23	RIPOR1
ENSG00000039537	0	0	0	0	0	0	C6
ENSG00000039560	76.48	75.21	73.59	126.69	121.02	120.32	RAI14
ENSG00000039600	0.11	0.06	0.16	0	0.03	0.04	SOX30
ENSG00000039650	11.52	11.65	11.57	10.21	10.01	11.29	PNKP
ENSG00000039987	0	0	0	0	0	0	BEST2
ENSG00000040199	4	3.9	3.96	3.45	3.66	3.6	PHLPP2
ENSG00000040275	51.35	44.64	50.08	52.14	48.02	50.94	SPDL1
ENSG00000040341	15.68	16.19	14.31	10.84	10.8	12.2	STAU2
ENSG00000040487	6.86	8.86	8.56	8.07	7.93	8.31	SLC66A1
ENSG00000040531	5.51	7.97	7.1	4.46	4.31	5.85	CTNS
ENSG00000040608	0.55	0.24	0.34	0.07	0.03	0	RTN4R
ENSG00000040633	35.42	39.88	38.2	35.09	29.93	37.57	PHF23
ENSG00000040731	2.05	2.29	2.11	0.19	0.39	0.43	CDH10
ENSG00000040933	4.88	5.21	4.91	3.41	3.3	2.9	INPP4A
ENSG00000041353	13.81	11.65	12.51	27.05	24.62	23.87	RAB27B
ENSG00000041357	152.75	146.35	158.51	331.49	306.62	350.18	PSMA4
ENSG00000041515	0	0	0	0	0.03	0	MYO16
ENSG00000041802	20.08	17.34	20.64	17.54	17.85	17.28	LSG1
ENSG00000041880	8.94	11.45	8.66	12.22	12.63	12.5	PARP3
ENSG00000041982	38.49	43.5	42.81	259.29	257.57	249.77	TNC
ENSG00000041988	5.42	6.46	6.43	8.05	7.66	7.34	THAP3
ENSG00000042062	0.03	0.06	0.01	0.77	0.8	0.82	RIPOR3
ENSG00000042088	14.5	15.98	16.23	20.68	18.01	17.88	TDP1
ENSG00000042286	6.19	7.72	5.72	8.4	7.29	8.69	AIFM2
ENSG00000042317	4.67	4.88	4.3	2.96	3.3	3.1	SPATA7
ENSG00000042429	14.56	14.56	14.9	17.65	18.74	15.85	MED17
ENSG00000042445	14.46	16.2	17.12	7.72	7.61	7.03	RETSAT
ENSG00000042493	26.28	32.54	32.35	12.97	11.98	15.46	CAPG
ENSG00000042753	125.76	142.85	150.62	136.12	131.41	156.02	AP2S1
ENSG00000042781	0.01	0	0	0.01	0.01	0	USH2A
ENSG00000042813	0	0	0	0	0	0	ZPBP
ENSG00000042832	0.02	0.09	0	0.01	0.05	0	TG
ENSG00000042980	0.01	0.03	0	0.32	0.19	0.23	ADAM28
ENSG00000043039	0	0	0	0	0	0	BARX2
ENSG00000043093	18.38	17.88	17.03	19.56	22.52	19.64	DCUN1D1
ENSG00000043143	10.15	11.28	10.45	12.14	14.34	12.88	JADE2
ENSG00000043355	0.9	0	0.02	0	0	0	ZIC2
ENSG00000043462	0	0	0	0.01	0	0.07	LCP2
ENSG00000043514	11.79	11.69	12.08	11.68	10.56	12.23	TRIT1
ENSG00000043591	0	0	0	0	0	0	ADRB1
ENSG00000044012	0	0	0	0	0	0	GUCA2B
ENSG00000044090	10.41	11.31	11.06	7.97	7.21	7.71	CUL7
ENSG00000044115	117.89	134.71	125.77	108.81	100.28	107.62	CTNNA1
ENSG00000044446	2.43	2.54	3.04	1.63	1.6	1.63	PHKA2
ENSG00000044459	5.02	4.42	4.92	6.03	6.57	6.73	CNTLN
ENSG00000044524	0.23	0.25	0.19	0.2	0.05	0.06	EPHA3
ENSG00000044574	486.72	515.63	506.14	456.87	434	464.44	HSPA5
ENSG00000046604	38.19	32.96	33.77	12.15	11.7	11.36	DSG2
ENSG00000046647	5.18	4.62	6.34	4.52	3.15	3.96	GEMIN8
ENSG00000046651	3.91	3.72	3.32	3.31	2.28	2.47	OFD1
ENSG00000046653	0.68	0.26	0.21	0.14	0.2	0.14	GPM6B
ENSG00000046774	0	0	0	0	0	0	MAGEC2
ENSG00000046889	0.1	0	0	0	0	0.01	PREX2
ENSG00000047056	5.75	6.08	6.32	5.14	5.27	5.42	WDR37
ENSG00000047188	9.14	8.07	7.38	6.2	5.95	6.11	YTHDC2
ENSG00000047230	6.31	5.83	6.09	4.45	4.19	3.88	CTPS2
ENSG00000047249	22.42	25.91	22.64	22.8	19.65	23.64	ATP6V1H
ENSG00000047315	56.6	56.61	56.86	51.74	52.06	51.2	POLR2B
ENSG00000047346	5.41	5.29	5.5	2.38	1.96	2.32	FAM214A
ENSG00000047365	1.53	0.66	0.51	1.54	0.82	1.2	ARAP2
ENSG00000047410	30.19	28.61	28.24	19.96	21.35	22.6	TPR
ENSG00000047457	0.2	0.06	0.09	0	0.03	0.05	CP
ENSG00000047578	7.82	7.24	9.65	4.49	4.87	6.7	KATNIP
ENSG00000047579	4.44	5.08	6.3	5.48	5.58	6.41	DTNBP1
ENSG00000047597	0.16	0.04	0.13	0.03	0.02	0.03	XK
ENSG00000047617	0.02	0.25	0.05	0	0.05	0.05	ANO2
ENSG00000047621	11.59	12.02	11.51	15.24	16.6	13.87	C12orf4
ENSG00000047634	5.71	4.15	4.59	6.91	5.85	5.63	SCML1
ENSG00000047644	7.53	7.61	7.76	5.55	6.52	5.77	WWC3
ENSG00000047648	0.05	0.05	0.04	0.52	0.48	0.27	ARHGAP6
ENSG00000047662	0	0.01	0.02	0	0	0	FAM184B
ENSG00000047849	131.38	136.2	133.73	78.09	84.68	79.37	MAP4
ENSG00000047932	25.01	20.52	21.65	30.48	28.68	29.27	GOPC
ENSG00000047936	0.02	0.03	0.04	0.27	0.27	0.15	ROS1
ENSG00000048028	12.98	12.58	11.43	11.06	10.38	11.01	USP28
ENSG00000048052	0.8	0.44	0.38	1.13	1.09	0.82	HDAC9
ENSG00000048140	28.55	30.3	27.56	28.56	26.76	26.25	TSPAN17
ENSG00000048162	23.28	22.77	21.29	26.42	22.13	22.5	NOP16
ENSG00000048342	12.07	11.34	10.82	3.08	4.89	5.22	CC2D2A
ENSG00000048392	12.95	13.08	15.24	10.79	9.69	12	RRM2B
ENSG00000048405	8.68	5.59	7.82	7.19	7.51	7.6	ZNF800
ENSG00000048462	0	0	0	0	0	0	TNFRSF17
ENSG00000048471	4.12	4.54	4.02	2.69	2.75	3.22	SNX29
ENSG00000048540	4.88	5.64	6.14	0.21	0.41	0.14	LMO3
ENSG00000048544	33.64	28.02	32.33	34.15	37.71	37.26	MRPS10
ENSG00000048545	0.08	0	0.07	0.6	0.23	0.29	GUCA1A
ENSG00000048649	17.27	13.71	14.76	17.9	16.53	15.47	RSF1
ENSG00000048707	6.1	5.86	5.94	3.99	3.63	3.98	VPS13D
ENSG00000048740	0.95	0.66	0.85	0.4	0.41	0.59	CELF2
ENSG00000048828	63.32	67.45	65.92	47.02	47.95	46.08	FAM120A
ENSG00000048991	24.43	24.25	22.05	12.66	16.8	12.8	R3HDM1
ENSG00000049089	0.25	0.13	0.06	0.04	0	0	COL9A2
ENSG00000049130	12.31	10.01	10.52	13.82	16.11	13.27	KITLG
ENSG00000049167	6.37	7.91	6.27	5.11	5.46	4.76	ERCC8
ENSG00000049192	8.41	7.91	8.03	6.81	6.99	6.8	ADAMTS6
ENSG00000049239	14.01	16.21	14.69	13.74	15.03	14.15	H6PD
ENSG00000049245	88.25	87.6	87.63	88.56	96.3	90.04	VAMP3
ENSG00000049246	1.59	1.42	1.7	0.6	0.52	0.52	PER3
ENSG00000049247	0.14	0.06	0	0	0.07	0	UTS2
ENSG00000049249	0.2	0.91	0.93	2.09	0.58	1.74	TNFRSF9
ENSG00000049283	0.05	0.07	0.14	0	0	0	EPN3
ENSG00000049323	135.34	140.12	135.15	64.4	64.91	63.63	LTBP1
ENSG00000049449	238.13	220.93	225.29	346.56	337.8	340.4	RCN1
ENSG00000049540	0.07	0.05	0.04	0.74	1.06	0.47	ELN
ENSG00000049541	20.69	24.8	23.65	34.98	31.59	34.17	RFC2
ENSG00000049618	11.11	12.43	11.91	9.43	9.47	8.72	ARID1B
ENSG00000049656	51.06	57.67	51.86	44.29	43.66	45.61	CLPTM1L
ENSG00000049759	2.39	1.82	2.18	1.63	1.53	1.98	NEDD4L
ENSG00000049768	0.08	0.1	0.13	0.08	0.08	0	FOXP3
ENSG00000049769	0.74	1.87	1.74	1.06	1.07	0.72	PPP1R3F
ENSG00000049860	65	65.35	63.98	63.49	59.16	63.13	HEXB
ENSG00000049883	6.94	5.64	6.9	6.03	3.85	5.2	PTCD2
ENSG00000050030	0.01	0	0	0	0	0	NEXMIF
ENSG00000050130	59.2	59.8	60.56	88.88	90.24	86.55	JKAMP
ENSG00000050165	82.14	91.57	89.82	79.6	74.19	78.99	DKK3
ENSG00000050327	1.07	0.76	1	1.55	1.67	1.44	ARHGEF5
ENSG00000050344	9.48	8.23	9.22	43.41	42.87	44.96	NFE2L3
ENSG00000050393	7.46	7.04	9.78	8.72	9.66	9.67	MCUR1
ENSG00000050405	77.49	72.69	73.23	96.62	96.71	94.89	LIMA1
ENSG00000050426	10.68	10.02	10.14	8.46	10.7	8.2	LETMD1
ENSG00000050438	1.72	1.52	1.42	0.61	1.17	1.13	SLC4A8
ENSG00000050555	0.07	0	0	0	0	0	LAMC3
ENSG00000050628	0.02	0.05	0.04	0.01	0	0.01	PTGER3
ENSG00000050730	0.28	0.25	0.05	9.25	8.33	8.86	TNIP3
ENSG00000050748	22.79	24.81	26.54	18.44	22.42	24.88	MAPK9
ENSG00000050767	0	0	0	0	0	0	COL23A1
ENSG00000050820	43.17	43.29	39.81	37.5	48.19	31.97	BCAR1
ENSG00000051009	4.23	4.39	4.77	3.99	3.9	3.81	FAM160A2
ENSG00000051108	58.57	61.26	56.7	43.83	38.78	44.72	HERPUD1
ENSG00000051128	30.02	34.53	33.83	21.45	22.49	20.84	HOMER3
ENSG00000051180	8.93	8.95	10.96	14.32	14.69	12.86	RAD51
ENSG00000051341	5.21	5.01	4.3	4.72	4.58	4	POLQ
ENSG00000051382	7.14	6.58	5.85	4.19	4.23	3.78	PIK3CB
ENSG00000051523	49.44	57.91	60.67	67.51	66.75	67.79	CYBA
ENSG00000051596	60.76	61.97	58.67	50.03	45.03	45.49	THOC3
ENSG00000051620	26.32	29.9	25.93	23.16	21.03	20.12	HEBP2
ENSG00000051825	18.83	14.45	12.04	11.92	11.19	9.74	MPHOSPH9
ENSG00000052126	11.54	9.68	9.91	8.07	6.88	6.86	PLEKHA5
ENSG00000052344	0.3	0.03	0.03	0	0	0	PRSS8
ENSG00000052723	8.22	6.78	7.09	6.57	5.99	5.52	SIKE1
ENSG00000052749	8.91	9.69	9.19	7.6	6.33	6.16	RRP12
ENSG00000052795	2.42	2.33	1.79	3.74	3.15	3.93	FNIP2
ENSG00000052802	48.11	38.92	36.79	35.49	37.59	41.46	MSMO1
ENSG00000052841	18.91	17.79	18.89	14.81	14.15	14.78	TTC17
ENSG00000052850	0.01	0.08	0.05	0.03	0	0	ALX4
ENSG00000053108	0.05	0.06	0	0	0	0	FSTL4
ENSG00000053254	7.44	6.78	6.15	4.98	4.72	4.44	FOXN3
ENSG00000053328	0.05	0	0	0	0	0	METTL24
ENSG00000053371	20.61	23.04	21.44	13.14	14.5	13.19	AKR7A2
ENSG00000053372	25.09	27.75	27.98	27.24	26.69	25.91	MRTO4
ENSG00000053438	0.15	0.35	0.09	0.18	0.17	0.22	NNAT
ENSG00000053501	6.59	7.81	7.97	2.99	3.36	5.03	USE1
ENSG00000053524	0	0	0.01	0	0.01	0.1	MCF2L2
ENSG00000053702	0.26	0.12	0.14	0.13	0.08	0.04	NRIP2
ENSG00000053747	0.86	0.45	0.49	0.88	1.23	1.11	LAMA3
ENSG00000053770	15.11	14.09	13.74	13.61	13.86	13.72	AP5M1
ENSG00000053900	9.49	10.16	9.52	10.12	9.1	8.57	ANAPC4
ENSG00000053918	0	0	0	0	0	0	KCNQ1
ENSG00000054116	37.13	40.95	38.08	46.52	43.42	50.11	TRAPPC3
ENSG00000054118	44.35	44.42	45.33	38.64	36.47	38.06	THRAP3
ENSG00000054148	50.04	55.63	57.64	50.52	54.99	54.51	PHPT1
ENSG00000054179	0.03	0.03	0	0	0	0	ENTPD2
ENSG00000054219	0.05	0	0	0.04	0	0.04	LY75
ENSG00000054267	12.17	8.44	11.37	11.15	10.32	10.61	ARID4B
ENSG00000054277	4.77	2.96	3.04	2.57	3.52	3.21	OPN3
ENSG00000054282	9.22	9.26	10.51	9.89	10.57	10.27	SDCCAG8
ENSG00000054356	2.36	2.23	4.23	1.65	2.95	1.81	PTPRN
ENSG00000054392	1.33	0.85	0.74	0.69	0.87	1.06	HHAT
ENSG00000054523	17.8	16.37	16	14.48	14.23	14.38	KIF1B
ENSG00000054598	0.33	0.12	0.05	0.13	0.04	0.17	FOXC1
ENSG00000054611	7.39	8.06	7.06	7.95	6.76	7.81	TBC1D22A
ENSG00000054654	3.74	4.4	4.04	1.24	2.02	1.29	SYNE2
ENSG00000054690	0.19	0.12	0.36	0.67	0.55	0.4	PLEKHH1
ENSG00000054793	2.28	2.14	2.27	1.16	1.31	1.31	ATP9A
ENSG00000054796	0	0	0	0	0	0	SPO11
ENSG00000054803	0	0	0	0	0	0	CBLN4
ENSG00000054938	0	0.08	0	0	0	0	CHRDL2
ENSG00000054965	13.74	14.03	12.86	5.77	5.32	5.93	FAM168A
ENSG00000054967	2.23	2.6	2.22	4.19	3.89	3.8	RELT
ENSG00000054983	10.73	10.97	9.97	6.88	6.94	6.55	GALC
ENSG00000055044	40.22	39.43	41.87	39.14	42.37	42.97	NOP58
ENSG00000055070	60.28	68.2	66.66	65.95	73.31	68.31	SZRD1
ENSG00000055118	0.21	0.3	0.19	0	0.18	0.09	KCNH2
ENSG00000055130	30.89	31.45	30.88	32.16	33.19	33.32	CUL1
ENSG00000055147	10.44	9.73	13.36	11.58	11.35	12.83	FAM114A2
ENSG00000055163	1.98	1.96	2.13	1.01	0.78	1.02	CYFIP2
ENSG00000055208	24	22.93	23.33	34.72	33.58	32.11	TAB2
ENSG00000055211	37.45	34.82	34.65	37	32.5	37.79	GINM1
ENSG00000055332	22.25	20.14	18.93	38.2	40.36	38.95	EIF2AK2
ENSG00000055483	12.38	12.7	11.52	9.65	10.63	9.48	USP36
ENSG00000055609	6.87	6.12	6.02	3.52	3.77	4.51	KMT2C
ENSG00000055732	0.1	0.1	0	0	0	0	MCOLN3
ENSG00000055813	9.95	8.45	8.93	4.58	4.72	5.69	CCDC85A
